Name,Description,Primary Industry,Size,Type,Country,Domain,LinkedIn URL,Target Status,Company Target Reasoning,Company Target,Remote Office Status,Company Address,Remote HQ?,Location Target Reasoning,Location Target
Smart Squad Security,"Smart Squad Security (formerly Direct Security Services, Inc.) began in 1998 with one goal in mind: providing comprehensive, effective, and affordable security systems for individuals and organizations. We understand that your home or business is your most valuable asset. Our job is to guarantee that you, your loved ones, and your belongings are protected, so you gain the peace of mind you deserve",Security and Investigations,2-10 employees,Self Owned,United States,mysmartsquad.com,https://www.linkedin.com/company/smart-squad-security,YES,"Smart Squad Security provides both audio-visual installation services and security system installation. They engage in field installation of audio-visual systems, such as home theaters and commercial AV services, fulfilling the requirement of installing hardware in customer facilities. Additionally, they have professional technicians for installation, which further confirms their active involvement in this industry. This is supported by evidence found on their website and related resources. Therefore, the criteria for being a target firm are met. [Smart Squad Technology Integration](https://www.smartsquad.com/), [Smart Squad Installations](https://smartsquadblog.wordpress.com/)",YES,"14012 W 107th St, Lenexa, KS 66215, United States","14012 W 107th St, Lenexa, KS 66215, United States",NO,"1. The population of Lenexa, KS is below 100,000, with various sources such as the [U.S. Census Bureau](https://www.census.gov/quickfacts/fact/table/lenexacitykansas/PST045224), [Data USA](https://datausa.io/profile/geo/lenexa-ks/), and others indicating it is around 58,536 to 58,617.
2. The nearest major city to Lenexa, KS with a population greater than 100,000 is Kansas City, MO, which is only about 13 to 15 miles away, as stated by [Travelmath](https://www.travelmath.com/cities-near/Lenexa,+KS).
3. The road distance from Lenexa, KS to Kansas City, MO is approximately 15-16 miles, according to sources such as [Rome2rio](https://www.rome2rio.com/s/Lenexa/Kansas-City) and [Travelmath](https://www.travelmath.com/distance/from/Lenexa,+KS/to/Kansas+City,+MO).
Since the road distance is less than 50 miles and Kansas City, MO is the nearest major city, the conditions for YES are not met. Thus, the answer is NO.",NO
"BLUE LIGHT SECURITY, INC (A.D.S. SECURITY, INC. OF CA)",Free ADT Monitored Home Security Systems. ADT Security Services is the leader in monitored security. Call (866) 350-0301 for a free security consultation today!,Security and Investigations,2-10 employees,,United States,bluelightalarm.com,https://www.linkedin.com/company/blue-light-security-inc-a.d.s.-security-inc.-of-ca-,YES,"Blue Light Security, Inc. provides expert security system installation services and appears to have technicians performing field installations. The confirmation came from the LinkedIn profile of the President & CEO, Roland Gabor, which states their mission to provide installation services that exceed client expectations, ensuring customer satisfaction. The company is described as an authorized ADT company, indicating that they are involved in actual installations and other related services. Additionally, the Yelp page and other search results confirm the focus on security system installation.",YES,"27240 Turnberry Ln, Valencia, CA 91355, United States","27240 Turnberry Ln, Valencia, CA 91355, United States",NO,"The headquarters is located at 27240 Turnberry Ln, Valencia, CA 91355, United States, in Valencia. The current population of Valencia, CA is approximately 57,565 according to [Point2 Homes](https://www.point2homes.com/US/Neighborhood/CA/Santa-Clarita/Valencia-Demographics.html). Therefore, it does not meet the population threshold of 100,000.

The nearest major city with a population greater than 100,000 is Los Angeles, CA, which has a population of approximately 3,820,914 according to the [U.S. Census Bureau](https://www.census.gov/quickfacts/fact/table/losangelescitycalifornia/PST045223). The road distance from Valencia, CA to Los Angeles, CA is about 33 miles as stated by [Travelmath](https://www.travelmath.com/distance/from/Valencia,+CA/to/Los+Angeles,+CA). Since this distance is less than 50 miles, the condition is not satisfied, leading to a result of NO for the distance requirement.",NO
"Innovative Technologies & Design, LLC","Innovative Technologies & Design specializes in residential and commercial home theater design & install,  security systems, cameras & monitoring, multimedia, & low voltage installs. In a world where technology is changing rapidly, we know the value of having trained professionals on site to help make your technological upgrade hassle free. ITD has the tools, the team, and the technology to take your project to the next level.",Security Systems Services,2-10 employees,Self Employed,United States,itd-llc.com,https://www.linkedin.com/company/innovative-technologies-design-llc,YES,"Innovative Technologies & Design, LLC specializes in residential and commercial home theater design and installation, security systems, cameras, and monitoring, which indicates they perform field installations. They are involved with audio-visual and electronic security installations, meeting the criteria for being a TARGET. More info can be found at their website [itd-llc.com](http://itd-llc.com).",YES,"1245-G Cedar Road, PMB #127, Chesapeake, Virginia 23322, United States","1245-G Cedar Road, PMB #127, Chesapeake, Virginia 23322, United States",NO,"The population of Chesapeake, Virginia is approximately 253,886 as of 2023, according to multiple sources including the [U.S. Census Bureau](https://www.census.gov/quickfacts/fact/table/chesapeakecityvirginia/PST045223) and [cityofchesapeake.net](https://www.cityofchesapeake.net/1440/About-Chesapeake). Since the population exceeds 100,000, the decision is immediately NO according to the rules provided.",NO
Honolulu Secure Solutions,"When it comes to home security in Honolulu, Honolulu Secure Solutions is the name you can trust. Our experienced team specializes in designing and installing advanced security systems that keep your property safe. From surveillance cameras to alarm systems, we provide comprehensive solutions that ensure your home is secure at all times.",Security Systems Services,Self-employed,Self Owned,United States,honoluluhomesecurityinstallation.com,https://www.linkedin.com/company/honolulu-secure-solutions,YES,"Honolulu Secure Solutions offers professional surveillance installations including CCTV systems, security cameras, and comprehensive monitoring services. They also highlight expertise in home security installations, suggesting they employ technicians for fieldwork. Relevant services include video surveillance, motion detection, and remote access, meeting the target criteria for field installation and integration services.",YES,"1003 Bishop Street Suite 2700, Honolulu, HI 96813, United States","1003 Bishop Street Suite 2700, Honolulu, HI 96813, United States",NO,"The population of Honolulu, HI in 2023 is at least 341,778, as confirmed by multiple sources including [World Population Review](https://worldpopulationreview.com/us-cities/hawaii/honolulu) and a [PDF from the Hawaii government](https://files.hawaii.gov/dbedt/census/popestimate/2023/subcounty-pop/2023_dbedt_subcounty_highlights.pdf). This population far exceeds the 100,000 threshold, so the correct response is NO.",NO
ADT Authorized Dealer-Protech Security,"Treasure Coast ADT offers home/business security systems, wireless alarms, video surveillance & health response to Stuart, Vero Beach, Port St. Lucie & Ft. Pierce, FL residents.",Security and Investigations,2-10 employees,,United States,treasurecoastadt.com,https://www.linkedin.com/company/adt-authorized-dealer-protech-security,YES,"Protech Security performs field installations for audio-visual systems, security camera installations, and low-voltage system installations, including access control and security systems. They are involved in security system installation and provide installation services as indicated on their Yelp page: [Protech Security on Yelp](https://www.yelp.com/biz/protech-security-company-inc-adt-authorized-dealer-norcross).",YES,"3000 Northwoods Pkwy Ste 285, Peachtree Corners, GA 30071, USA","3000 Northwoods Pkwy Ste 285, Peachtree Corners, GA 30071, USA",NO,"The population of Peachtree Corners, GA is 42,136, which is less than 100,000, so we proceed to the next step. The nearest major city with a population of 100,000 or more is Atlanta, GA, which is approximately 14 miles away. The road distance from Peachtree Corners to Atlanta is between 20 to 23 miles ([Travelmath](https://www.travelmath.com/cities-near/Peachtree,+GA), [Rome2Rio](https://www.rome2rio.com/s/Peachtree-Corners/Atlanta)). This distance is less than 50 miles, therefore, the final output is NO according to the rules specified.",NO
Integrated Solutions NW,"Integrated Solutions provides design and installation of Fire Alarms, Intrusion Alarms, Access Control, Surveillance Cameras, and Data Cabling.",Construction,2-10 employees,Partnership,United States,integratedsolutionsnw.com,https://www.linkedin.com/company/integrated-solutions-nw,YES,"Integrated Solutions NW is a licensed Low Voltage Contractor specializing in the installation of fire and intrusion alarm systems, access control, surveillance camera systems, and data cabling. They have documented over 100 installations, demonstrating they actually perform the work. This aligns with the criteria for field installation/integration for A/V, electronic security, and structured cabling systems. Their focus on onsite services further confirms their classification as a target company.",YES,"7495 Davidson Rd. Independence, OR 97351","7495 Davidson Rd. Independence, OR 97351",NO,"1. The city of Independence, OR has a population of 10,247 as of 2023, which is under 100,000. [Source](https://www.census.gov/quickfacts/fact/table/independencecityoregon/PST045223)
2. The nearest major city to Independence, OR with a population of 100,000+ is Salem, OR, which has a population of 177,432 as of 2023. [Source for Salem's population](https://www.cityofsalem.net/business/business-resources/community-profile/demographics)
3. The road distance between Independence, OR and Salem, OR is only 12.1 miles. [Source](https://www.rome2rio.com/s/Independence-OR-USA/Salem-OR-USA)

Since none of the conditions for a YES response (i.e., all three criteria met with the distance being 50 miles or more) are satisfied, the correct response is NO.",NO
MG Safe Nest,"Welcome to MG Safe Nest – Your Trusted Home Security Partner in Texas! 
At MG Safe Nest, we believe that your safety is our top priority. Serving Houston and all across Texas, we provide cutting-edge home security solutions to protect your home, loved ones, and business.
 What We Offer:
 Smart Home Automation
 Burglar & Fire Alarm Systems
 Security Camera Installation
 24/7 Monitoring & Emergency Response
 Access Control Solutions
Whether you're looking for advanced security cameras, alarm systems, or smart home integrations, we’ve got you covered! 
Join us on this journey to create a safer Texas, one home at a time. Stay tuned for security tips, special offers, and expert advice right here!
 Get Protected Today! Contact us at [+1 (281) 203-8947] or visit [https://mgsafenest.com/] for a FREE security consultation!",Security and Investigations,Self-employed,Self Owned,United States,mgsafenest.com,https://www.linkedin.com/company/mg-safe-nest,YES,"MG Safe Nest provides services related to security camera installation and access control installation, which qualifies them as a firm that handles field installation work. Their website mentions '24/7 Alarm Monitoring' and other security services that indicate they have technicians performing onsite installations. They are engaged in the installation and integration of electronic security systems, which matches the target criteria. This is supported by information directly from their website and further validation from search results about their services.",YES,"3900 Meadows Ln, Las Vegas, NV 89107, USA","3900 Meadows Ln, Las Vegas, NV 89107, USA",NO,"The population of Las Vegas in 2023 is reported as 660,929 according to the U.S. Census Bureau QuickFacts. This population is well over the 100,000 threshold, so the answer is NO by definition.

Reference: [U.S. Census Bureau QuickFacts - Las Vegas](https://www.census.gov/quickfacts/fact/table/lasvegascitynevada/PST045224)",NO
Adco Security & Lock,"Midtown Locksmith, Manhattan Locksmith, New York City Locksmith, NYC Locksmith, New York Locksmith,Door Repair, Lock Repair, Safes, Card Access Control Systems, Cameras, Intercom Systems,",Security and Investigations,2-10 employees,,United States,adcolocksmith.com,https://www.linkedin.com/company/adco-security-&-lock,YES,"Adco Security & Lock provides installation services for camera systems (CCTV or IP technology), intercom systems, and door hardware, indicating that they are involved in field installation of electronic security systems. Their website describes their services in detail, confirming they perform installation work themselves.",YES,"41 W 35th St, Manhattan, NY 10001, USA","41 W 35th St, Manhattan, NY 10001, USA",NO,"The population of Manhattan, NY is significantly over 100,000. According to the [Wikipedia article](https://en.wikipedia.org/wiki/Manhattan), the population is over 1.6 million. Therefore, the first condition that needs to be verified true for a 'YES' output fails, leading directly to an output of 'NO'.",NO
Security Cameras Dallas,"Professional security system company in Dallas for security camera & live monitoring services. We specialize in installing security cameras for offices, business, commercial and industrial settings, and providing alarm monitoring, video security solution and access control system integration services.",Security Systems Services,2-10 employees,Privately Held,United States,securitycamerasdallas.com,https://www.linkedin.com/company/security-cameras-dallas-pros,YES,"The company, Security Cameras Dallas, provides installation services for security cameras, alarm systems, and access control, which qualifies under the category of electronic security/video-surveillance systems. They are also listed as providing ongoing maintenance and support, indicating they perform field installations. Their services align with the requirements for installation of low-voltage systems. Based on their offerings, the criteria for being a TARGET are met. More details can be found on their website: [securitycamerasdallas.com](https://securitycamerasdallas.com).",YES,"13330 Noel Rd, Dallas, TX 75240","13330 Noel Rd, Dallas, TX 75240",NO,"The population of Dallas, TX is over 1 million as per multiple sources. According to [the U.S. Census Bureau](https://www.census.gov/quickfacts/fact/table/dallascitytexas/PST045224), the population is approximately 1,302,868 as of 2023. Therefore, since the population exceeds 100,000, the answer is NO.",NO
Pro Audio Home Theater Installation,The Pros in A/V installation.,Construction,2-10 employees,,United States,proaudiohometheater.com,https://www.linkedin.com/company/pro-audio-home-theater-installation,YES,"The company offers a range of installation services for audio-visual systems, including home theater, surround sound, and networking. They also mention 'Networking and Surveillance Systems,' suggesting they engage in the installation of security systems. The site features evidence of field work with mentions of their expertise in installation and fixing audio and lighting projects. Based on the descriptions provided, they appear to meet the criteria outlined for a TARGET.",YES,"6000 S Eastern Ave Ste 3A, Las Vegas, NV 89119, USA","6000 S Eastern Ave Ste 3A, Las Vegas, NV 89119, USA",NO,"The population of Las Vegas, NV is more than 100,000. According to the [U.S. Census Bureau](https://www.census.gov/quickfacts/fact/table/lasvegascitynevada/PST045224), the population is 660,929 as of July 1, 2023. Additionally, the [World Population Review](https://worldpopulationreview.com/us-cities/nevada/las-vegas) estimates a population of 670,352 in 2025. Since the population of Las Vegas far exceeds 100,000, the output is NO.",NO
Koetter Advanced Security Solution LLC,"Koetter Advanced Security Solutions - Commercial & Industrial Security Systems Company offering complete technical infrastructure for electronic security, access controls, CCTV, fire protection & more.",Security and Investigations,2-10 employees,,United States,koettersecurity.com,https://www.linkedin.com/company/koetter-advanced-security-solution-llc,YES,"Koetter Advanced Security Solution LLC provides a range of services including audio-visual installation, security system installation, and integration of low-voltage systems, as evident from their website and Yelp page. They have technicians involved in installations, indicating active field work. Therefore, they meet all criteria for being a target company for IC Intracom's distribution offerings.",YES,"10351 Olympic Dr, Dallas, TX 75220, USA","10351 Olympic Dr, Dallas, TX 75220, USA",NO,"The population of Dallas, TX is 1,302,868 according to the [U.S. Census Bureau QuickFacts](https://www.census.gov/quickfacts/fact/table/dallascitytexas/PST045223) and corroborated by multiple sources, including [World Population Review](https://worldpopulationreview.com/us-cities/texas/dallas) and [Data USA](https://datausa.io/profile/geo/dallas-tx/). Since the population is significantly greater than 100,000, the immediate answer is NO according to the rules provided, which require an output of NO if the city's population is 100,000 or more.",NO
Security Alarm Service Inc,"Security Alarm Services of Ross-on-Wye, Herefordshire. Security Alarm Services supply, install and service security alarm systems, CCTV and monitoring equipment for both business and home.",Security and Investigations,2-10 employees,,United States,securityalarmservices.co.uk,https://www.linkedin.com/company/security-alarm-service-inc,YES,"Security Alarm Service Inc installs various low-voltage systems including CCTV, alarm systems, and security systems, which encompasses audio-visual and electronic security. They provide field installation services as evidenced by the descriptions on their website. Key evidence includes stating they provide installation and servicing of security systems and CCTV installations. This confirms that they perform the work directly with technicians. Therefore, the company meets the criteria outlined for a TARGET. [source](https://securityalarmservices.co.uk)",YES,"Bridge House, Fiveways, Ross-on-Wye, Herefordshire, HR9 7AS, United Kingdom","Bridge House, Fiveways, Ross-on-Wye, Herefordshire, HR9 7AS, United Kingdom",NO,"1. Ross-on-Wye's population is 10,978 as of the 2021 census, which is below 100,000. ([City Population source](https://www.citypopulation.de/en/uk/westmidlands/county_of_herefordshire/E63004125__ross_on_wye/))
2. The nearest major city to Ross-on-Wye is Gloucester, which has a population of around 132,000 as of recent estimates. ([Wikipedia source](https://en.wikipedia.org/wiki/Gloucester))
3. The driving distance from Ross-on-Wye to Gloucester is approximately 17 miles or 19 miles as per different sources, which is well below the required 50 miles for the condition to pass. ([Rome2rio](https://www.rome2rio.com/s/Ross-on-Wye/Gloucester), [Viamichelin](https://www.viamichelin.com/routes/results/ross_on_wye-hr9_5-county_of_herefordshire-england-united_kingdom-to-gloucester-gl1_1-gloucestershire-england_united_kingdom))

Therefore, the condition for outputting YES is not met, hence the answer is NO.",NO
Exclusive Audio & Security,"Exclusive Audio & Security in Chicago, IL sells surveillance and audio-visual equipment. Our products include security cameras, hidden mirror TVs, and more.",Security and Investigations,2-10 employees,,United States,exclusivegt.com,https://www.linkedin.com/company/exclusive-audio-&-security,YES,"The company offers services related to CCTV security camera installation, access control panel systems, surveillance camera systems, and industrial cabling, which fulfills the primary business requirement. Additionally, they provide clear evidence of performing field work such as installation and servicing of security and audio-visual systems.",YES,"1891 N Milwaukee Ave, Chicago, IL 60647, United States","1891 N Milwaukee Ave, Chicago, IL 60647, United States",NO,"The population of Chicago, Illinois is 2,664,452 according to the U.S. Census Bureau estimate as of July 2023. Since the population well exceeds 100,000, the immediate result is NO. The relevant data can be reviewed at [Census Bureau QuickFacts](https://www.census.gov/quickfacts/fact/table/chicagocityillinois/PST045224) and [Illinois Policy](https://www.illinoispolicy.org/chicago-population-hits-lowest-point-since-1920/).",NO
The Flat Screen Guy,"The Flat Screen Guy is your single source for residential audio/visual design, installation, and programming.",Construction,2-10 employees,Self Owned,United States,theflatscreenguy.com,https://www.linkedin.com/company/the-flat-screen-guy,YES,"The Flat Screen Guy provides a variety of onsite installation services, such as Flat Panel TV installation, Surround Sound design, and Home Theater integration, which satisfy the requirement of being involved in audio-visual installations. They also demonstrate evidence of fieldwork by showcasing their projects and services on their Houzz page ([Houzz](https://www.houzz.com/professionals/home-automation-and-home-media/the-flat-screen-guy-pfvwus-pf~756290269)). Therefore, they meet the criteria to be considered a target.",YES,"226 Lindsey Pl NE, Marietta, GA 30067-4235","226 Lindsey Pl NE, Marietta, GA 30067-4235",NO,"The population of Marietta, GA is approximately 62,769, which is less than 100,000 [source](https://www.census.gov/quickfacts/fact/table/mariettacitygeorgia/PST045223). The nearest city with a population of 100,000 or more is Atlanta, GA, which is only 17 miles away from Marietta [source](https://www.travelmath.com/cities-near/Marietta,+GA). Since the road distance to the nearest major city with a population of over 100,000 is less than 50 miles, the answer is NO.",NO
Clearview Fire & Security Ltd,"Clearview Fire & Security Ltd are specialists in the supply, installation and maintenance of fire detection, CCTV and specialist security systems for commercial businesses, construction sites and homeowners. We work with leading brands and the latest technologies in the most cost effective way throughout Yorkshire and nationwide.",Security and Investigations,2-10 employees,Self Employed,United States,clearviewfireandsecurity.com,https://www.linkedin.com/company/clearview-fire-security-ltd,YES,"The company Clearview Fire & Security Ltd offers services in CCTV systems, security alarms, fire alarm systems, access control, data networking, and mentions that all systems are installed and maintained by qualified engineers, indicating they perform onsite installations. This satisfies the criteria for being a target company. For more details, please visit their website at [clearviewfireandsecurity.com](https://clearviewfireandsecurity.com).",YES,"72 Lairgate, Beverley, HU17 8EU, United Kingdom","72 Lairgate, Beverley, HU17 8EU, United Kingdom",NO,"1. Beverley, United Kingdom has a population of approximately 31,634 as of 2023, which is less than 100,000 ([source](https://zhujiworld.com/gb/1438097-beverley/)).
2. The nearest city with a population over 100,000 to Beverley is Kingston upon Hull.
3. The road distance from Beverley, UK to Kingston upon Hull, UK is approximately 9 miles ([source](https://www.travelmath.com/distance/from/Beverley,+United+Kingdom/to/Kingston+upon+Hull,+United+Kingdom)).

Because the road distance to the nearest city with over 100,000 people is less than 50 miles, the output is NO.",NO
Advanced Security and Fire Inc.,"At Advanced Security and Fire, we take pride in offering the best service and products in the security and fire alarm industry.  We strive to maintain high standard of personal attention to each and every one of our valued customers.  We offer our customers installation, maintenance, inspections, and monitoring on a wide variety of fire alarm and security alarm systems, also to include camera, access control, and intercom systems.  We provide dependable quality service for both commercial and residential applications.",Security and Investigations,2-10 employees,Privately Held,United States,advancedsecurityandfire.com,https://www.linkedin.com/company/advanced-security-and-fire-inc.,YES,"Advanced Security and Fire Inc. provides installation services for fire alarm systems and employs technicians to assist with installation and maintenance of alarm and low voltage systems, which qualifies them as a TARGET under the established rules.",YES,"1570 Pennsylvania Avenue, McDonough, GA 30253","1570 Pennsylvania Avenue, McDonough, GA 30253",NO,"The population of McDonough, GA is 32,138 as of 2023, which is less than 100,000 [source](https://www.census.gov/quickfacts/fact/table/mcdonoughcitygeorgia/PST045224). The nearest major city to McDonough is Atlanta, GA, which is 30 miles away by road [source](https://www.travelmath.com/drive-distance/from/McDonough,+GA/to/Atlanta,+GA). Since the road distance to the nearest city with 100,000+ population (Atlanta) is less than 50 miles, the condition for returning YES is not satisfied.",NO
"Data Installers, Inc.","Reliable and Cost Effective Business Solutions

Data Installers Inc. is an IT infrastructure design and network cabling Installation Company. We specialize in the sales, service, and installation of structured voice and data cabling systems, voice and data integration, fiber work area products plus fiber optic cabling systems.

    * Infrastructure Demolition and Removal
    * Site Surveys & Infrastructure Design
    * Cable Testing and Certification
    * Phone Equipment and System Repair
    * CCTV & Surveillance Systems",Telecommunications,2-10 employees,Privately Held,United States,datainstallers.com,https://www.linkedin.com/company/data-installers-inc.,YES,"Data Installers, Inc. specializes in providing installation services for A/V systems, CCTV security systems, structured cabling, low-voltage cabling, and other related services. They have a range of services that include audio video setup, network cabling installation, intercom systems, and home automation services, indicating they perform the installations on-site. Information was gathered from their official page and corroborated by additional listings that detail their service offerings, including [The Blue Book](https://www.thebluebook.com/iProView/1808895/data-installers-inc/subcontractors/).",YES,"4190 Mission Blvd, Montclair, CA 91763, USA","4190 Mission Blvd, Montclair, CA 91763, USA",NO,"The population of Montclair, CA is 37,545 as of 2023, which is less than 100,000. The nearest major city with a population of 100,000 or more is Riverside, CA, which is 19 miles from Montclair. The road distance to Riverside is approximately 28 miles ([Travelmath](https://www.travelmath.com/distance/from/Montclair,+CA/to/Riverside,+CA)). Since the nearest city with a population over 100,000 is less than 50 miles away, the condition to output YES is not satisfied, hence the answer is NO. [Census QuickFacts](https://www.census.gov/quickfacts/fact/table/montclaircitycalifornia/PST045224), [Travelmath](https://www.travelmath.com/cities-near/Montclair,+CA).",NO
Audio Vision Inc.,"Audio Vision is a full service technology company that offers our clients a wide range of Audio Visual, Security and Automation products.Established in 1997 Audio Vision has strived to become one of Houston’s leading technology Integration companies. Our design team has over 20 years of experience in the commercial and the residential technology market. Our services include sales, installation and programming of distributed audio, automation, pro audio, surveillance cameras, security alarms, networking, lighting control and custom video systems. Having vast experience in multiple fields of consumer electronics, Audio Vision ensures our clients’ needs are met with knowledge, professionalism and precision in every project. Our design contours around our client’s vision and the fast growing pace of the industry, while keeping an eye on new technology so products and installations made today can easily integrate with the products of tomorrow. Audio Vision works closely with the client’s architects, designers and contractors providing them with technical data and support needed to create a seamless system for any project. The following is a list of our services:

 

● Commercial Video Systems
● Security Alarms
● Pro Audio
● Sound Control
● Automation	
● Pre-Wiring
● Home Theater	
● Networking
● Conference Rooms	
● Motorized Shading
● Distributed Audio	
● Installation
● Surround Sound Systems	
● Programming
● Surveillance Systems	
● Table Cell",Construction,2-10 employees,Public Company,United States,avaudiovision.com,https://www.linkedin.com/company/audio-vision,YES,"Audio Vision Inc. clearly offers audio-visual installation services including home theaters, automation, high-end audio, surveillance systems, and structured cabling. Their website mentions these specific services, and LinkedIn indicates they have field technicians involved in installations, satisfying the requirement for onsite work. Thus the company meets the criteria for being a target company for IC Intracom.",YES,"5016 Kirby Dr. Houston, TX 77098","5016 Kirby Dr. Houston, TX 77098",NO,"The population of Houston, Texas is significantly over 100,000 according to multiple sources including [Wikipedia](https://en.wikipedia.org/wiki/Houston) and the [U.S. Census Bureau QuickFacts](https://www.census.gov/quickfacts/fact/table/houstoncitytexas/PST045224), which indicate a population of over 2 million. Therefore, the condition of the headquarters being at least 50 road-miles from the nearest city with a population of 100,000 or more is not satisfied. Hence, the answer is NO.",NO
Cdis Inc,"CDIS is a Virginia-based data cabling installation company providing fiber optic cable, Cat5 - Cat6 structured cable installation, maintenance and repair.",Telecommunications,2-10 employees,,United States,cdiscorp.com,https://www.linkedin.com/company/cdis-inc,YES,"CDIS Inc clearly provides installation services for structured cabling (Cat6), CCTV (IP camera surveillance), and general building security systems. They perform actual installations and maintenance for various entities as part of their services. This satisfies both the primary business and the requirement for proof of field work.",YES,"409 Industry Dr, Hampton, VA 23661, USA","409 Industry Dr, Hampton, VA 23661, USA",NO,"The population of Hampton, VA, where the address 409 Industry Dr is located, is 137,098 as of the latest estimates from sources such as the U.S. Census Bureau and other demographic data websites. Since the population is greater than 100,000, the condition for returning NO is met immediately, without the need for further distance calculation. The relevant census data is available from [Census Bureau QuickFacts](https://www.census.gov/quickfacts/fact/table/hamptoncityvirginia/PST045224) and the [Hampton Official Demographics Site](https://www.hampton.gov/90/Demographics).",NO
Shoreworx Communications,"About Us: Shoreworx has proudly assembled a team of highly skilled network and telecom engineers, who have successfully built networks nationwide. We provide a full range of IT solutions, services, and products tailored for small to medium-sized businesses across Ohio, Michigan, and Pennsylvania.

From supporting a five-person network to deploying large multi-site infrastructures with thousands of users, our technical experts have designed and built network solutions of all shapes and sizes. Whether you need a simple office printer setup or full-service data center and colocation support, Shoreworx has the experience to meet your needs.

Specialized Services: Shoreworx Communications excels in the design and installation of structured cabling systems, network implementation, managed services, and security solutions, with a strong focus on data centers, new construction, retail chains, and corporate relocations.

Why Choose Us? Our team is committed to establishing a solid IT foundation that will help your business grow. Contact us today for a free consultation and estimate to discuss how Shoreworx can support your business’s IT needs.",Telecommunications,2-10 employees,Privately Held,United States,shoreworx.com,https://www.linkedin.com/company/shoreworx-communications,YES,"Shoreworx Communications specializes in the installation of audio-visual systems, CCTV camera systems, and structured cabling. Their website details services that involve field installation and integration of low-voltage systems, making them a suitable target for IC Intracom. They have technicians for installations and emphasize project management and customer service, which further supports their capability in this domain. Their offerings and service descriptions clearly align with the target criteria.",YES,"4605 Behrwald Ave Ste 1E, Cleveland, OH 44144, USA","4605 Behrwald Ave Ste 1E, Cleveland, OH 44144, USA",NO,"Cleveland, Ohio has a population of over 362,656 as per both [U.S. Census Bureau](https://www.census.gov/quickfacts/fact/table/clevelandcityohio/PST045224) and [Data USA](https://datausa.io/profile/geo/cleveland-oh/). Since this is over 100,000, the condition specified in the rules is not met, so the answer is NO.",NO
ABV Security Systems,"Full service security solutions provider for home owners, small business, commercial and residential real estate developers, business proprietors, local government and nonprofit entities throughout the Triangle area and state of North Carolina.

Brands provided include: Alarm.com Internet monitoring service, GE Security Systems, Avigilon HD Video Surveillance, Millennium Access Control Systems, RS2 Technologies Access Control, Assa Abloy/Sargent wireless door entry systems, HID/Fargo Badge & I.D. systems, TekTone Sound & Signal Wireless Emergency Call Systems, ElkGuard wireless mobile security systems, Elk M-1 Home Automation and Control",Security and Investigations,2-10 employees,Privately Held,United States,abvsecurity.com,https://www.linkedin.com/company/abv-security-systems,YES,"ABV Security Systems provides various installation services including burglar alarm systems, video surveillance, access control, and more. They explicitly state they are a complete security systems integrator and have various supports for installation with evidence of field work such as 24/7 monitoring and integrated systems.",YES,"931 Trinity Rd, Ste A, Cary, NC 27607, USA","931 Trinity Rd, Ste A, Cary, NC 27607, USA",NO,"The population of Cary, NC as of 2023 is 180,010, which is more than 100,000. This information is confirmed by multiple sources including the U.S. Census Bureau and Wikipedia. Therefore, the task immediately results in NO based on the population exceeding 100,000 in the headquarters city.

[Cary town, North Carolina - U.S. Census Bureau QuickFacts](https://www.census.gov/quickfacts/fact/table/carytownnorthcarolina/PST045224)

[Cary, North Carolina - Wikipedia](https://en.wikipedia.org/wiki/Cary,_North_Carolina)",NO
